episode,reward,length,chains_broken,chain_progressed,chains_completed
1,-0.12700000000000003,27,1,0,0
2,-0.101,1,1,0,0
3,-0.11200000000000002,12,1,0,0
4,-0.10700000000000001,7,1,0,0
5,-0.11300000000000002,13,1,0,0
6,-0.11600000000000002,16,1,0,0
7,-0.11300000000000002,13,1,0,0
8,-0.101,1,1,0,0
9,-0.11800000000000002,18,1,0,0
10,9.962,38,0,1,1
11,-0.11500000000000002,15,1,0,0
12,-0.101,1,1,0,0
13,-0.11100000000000002,11,1,0,0
14,-0.11500000000000002,15,1,0,0
15,-0.10800000000000001,8,1,0,0
16,-0.10200000000000001,2,1,0,0
17,-0.11600000000000002,16,1,0,0
18,9.995000000000001,5,0,1,1
19,9.968,32,0,1,1
20,9.938,62,0,1,1
21,-0.11700000000000002,17,1,0,0
22,-0.101,1,1,0,0
23,9.984,16,0,1,1
24,9.987,13,0,1,1
25,9.985000000000001,15,0,1,1
26,-0.11100000000000002,11,1,0,0
27,9.981,19,0,1,1
28,9.986,14,0,1,1
29,9.982000000000001,18,0,1,1
30,-0.11600000000000002,16,1,0,0
31,-0.11000000000000001,10,1,0,0
32,-0.10300000000000001,3,1,0,0
33,-0.11100000000000002,11,1,0,0
34,9.992,8,0,1,1
35,-0.11300000000000002,13,1,0,0
36,-0.10200000000000001,2,1,0,0
37,9.974,26,0,1,1
38,-0.12300000000000003,23,1,0,0
39,9.963000000000001,37,0,1,1
40,-0.11700000000000002,17,1,0,0
41,9.992,8,0,1,1
42,9.982000000000001,18,0,1,1
43,-0.11600000000000002,16,1,0,0
44,-0.11000000000000001,10,1,0,0
45,9.979000000000001,21,0,1,1
46,-0.11400000000000002,14,1,0,0
47,-0.10900000000000001,9,1,0,0
48,9.984,16,0,1,1
49,9.992,8,0,1,1
50,9.979000000000001,21,0,1,1
51,9.983,17,0,1,1
52,-0.11900000000000002,19,1,0,0
53,9.974,26,0,1,1
54,9.988000000000001,12,0,1,1
55,9.99,10,0,1,1
56,9.994,6,0,1,1
57,-0.12400000000000003,24,1,0,0
58,-0.12800000000000003,28,1,0,0
59,9.994,6,0,1,1
60,9.995000000000001,5,0,1,1
61,9.994,6,0,1,1
62,9.982000000000001,18,0,1,1
63,9.982000000000001,18,0,1,1
64,9.987,13,0,1,1
65,9.979000000000001,21,0,1,1
66,9.987,13,0,1,1
67,9.975000000000001,25,0,1,1
68,-0.12000000000000002,20,1,0,0
69,9.986,14,0,1,1
70,9.975000000000001,25,0,1,1
71,-0.13200000000000003,32,1,0,0
72,9.978,22,0,1,1
73,-0.11400000000000002,14,1,0,0
74,9.994,6,0,1,1
75,-0.101,1,1,0,0
76,-0.11400000000000002,14,1,0,0
77,9.98,20,0,1,1
78,9.994,6,0,1,1
79,-0.11000000000000001,10,1,0,0
80,9.991000000000001,9,0,1,1
81,9.983,17,0,1,1
82,-0.101,1,1,0,0
83,9.991000000000001,9,0,1,1
84,9.991000000000001,9,0,1,1
85,9.976,24,0,1,1
86,9.989,11,0,1,1
87,-0.11700000000000002,17,1,0,0
88,9.96,40,0,1,1
89,-0.11800000000000002,18,1,0,0
90,9.985000000000001,15,0,1,1
91,9.984,16,0,1,1
92,9.983,17,0,1,1
93,9.979000000000001,21,0,1,1
94,9.985000000000001,15,0,1,1
95,9.988000000000001,12,0,1,1
96,9.991000000000001,9,0,1,1
97,9.989,11,0,1,1
98,9.98,20,0,1,1
99,9.973,27,0,1,1
100,9.991000000000001,9,0,1,1
101,9.99,10,0,1,1
102,-0.11300000000000002,13,1,0,0
103,9.991000000000001,9,0,1,1
104,-0.11000000000000001,10,1,0,0
105,9.976,24,0,1,1
106,9.994,6,0,1,1
107,9.97,30,0,1,1
108,9.983,17,0,1,1
109,-0.10900000000000001,9,1,0,0
110,9.983,17,0,1,1
111,9.984,16,0,1,1
112,9.992,8,0,1,1
113,9.981,19,0,1,1
114,9.98,20,0,1,1
115,-0.101,1,1,0,0
116,9.977,23,0,1,1
117,9.991000000000001,9,0,1,1
118,-1.1149999999999998,15,1,0,0
119,9.983,17,0,1,1
120,-0.11800000000000002,18,1,0,0
121,9.98,20,0,1,1
122,9.976,24,0,1,1
123,-0.10800000000000001,8,1,0,0
124,9.978,22,0,1,1
125,9.985000000000001,15,0,1,1
126,9.993,7,0,1,1
127,-0.101,1,1,0,0
128,9.968,32,0,1,1
129,9.988000000000001,12,0,1,1
130,9.987,13,0,1,1
131,9.975000000000001,25,0,1,1
132,-0.11100000000000002,11,1,0,0
133,9.966000000000001,34,0,1,1
134,9.982000000000001,18,0,1,1
135,-0.11100000000000002,11,1,0,0
136,-0.11100000000000002,11,1,0,0
137,-0.10700000000000001,7,1,0,0
138,9.984,16,0,1,1
139,9.978,22,0,1,1
140,9.99,10,0,1,1
141,9.977,23,0,1,1
142,9.985000000000001,15,0,1,1
143,9.981,19,0,1,1
144,-0.11200000000000002,12,1,0,0
145,-0.10200000000000001,2,1,0,0
146,9.988000000000001,12,0,1,1
147,9.984,16,0,1,1
148,9.989,11,0,1,1
149,9.985000000000001,15,0,1,1
150,9.985000000000001,15,0,1,1
151,9.993,7,0,1,1
152,9.989,11,0,1,1
153,9.986,14,0,1,1
154,9.978,22,0,1,1
155,9.989,11,0,1,1
156,-0.11700000000000002,17,1,0,0
157,9.97,30,0,1,1
158,9.981,19,0,1,1
159,-0.11100000000000002,11,1,0,0
160,9.977,23,0,1,1
161,9.97,30,0,1,1
162,9.973,27,0,1,1
163,9.983,17,0,1,1
164,9.982000000000001,18,0,1,1
165,9.984,16,0,1,1
166,9.989,11,0,1,1
167,9.98,20,0,1,1
168,9.984,16,0,1,1
169,9.981,19,0,1,1
170,9.99,10,0,1,1
171,9.977,23,0,1,1
172,9.985000000000001,15,0,1,1
173,9.989,11,0,1,1
174,-0.11000000000000001,10,1,0,0
175,9.976,24,0,1,1
176,9.985000000000001,15,0,1,1
177,9.984,16,0,1,1
178,9.978,22,0,1,1
179,-0.11000000000000001,10,1,0,0
180,9.98,20,0,1,1
181,-0.11400000000000002,14,1,0,0
182,-0.11000000000000001,10,1,0,0
183,-0.13600000000000004,36,1,0,0
184,9.975000000000001,25,0,1,1
