episode,reward,length,chains_broken,chain_progressed,chains_completed,Value,Step,Wall time
1,-50.0,300,1,0,0,,,
2,-20.0,300,2,0,0,,,
3,-4.0,300,0,0,0,,,
4,-4.0,300,1,0,0,,,
5,-3.0,300,1,0,0,,,
6,-3.0,300,0,0,0,,,
7,-4.0,300,2,0,0,,,
8,-3.0,300,2,0,0,,,
9,-2.0,300,1,0,0,,,
10,-2.0,300,1,0,0,,,
11,-2.0,300,1,0,0,,,
12,-1.0,300,0,0,0,,,
13,-1.0,300,0,0,0,,,
14,-2.0,300,0,0,0,,,
15,-2.0,300,1,0,0,,,
16,-2.0,300,1,0,0,,,
17,-2.0,300,1,0,0,,,
18,-1.0,300,0,0,0,,,
19,-2.0,300,0,0,0,,,
20,-2.0,300,1,0,0,,,
21,-2.0,300,1,0,0,,,
22,-2.0,300,1,0,0,,,
23,-3.0,300,1,0,0,,,
24,-2.0,300,1,0,0,,,
25,-2.0,300,1,0,0,,,
26,-3.0,300,2,0,0,,,
27,-3.0,300,2,0,0,,,
28,-2.0,300,1,0,0,,,
29,-1.0,300,0,0,0,,,
30,-2.0,300,1,0,0,,,
31,-2.0,300,1,0,0,,,
32,-2.0,300,1,0,0,,,
33,-2.0,300,1,0,0,,,
34,-2.0,300,1,0,0,,,
35,-1.0,300,0,0,0,,,
36,-3.0,300,2,0,0,,,
37,-1.0,300,0,0,0,,,
38,-1.0,300,0,0,0,,,
39,-1.0,300,0,0,0,,,
40,-1.0,300,0,0,0,,,
41,-1.0,300,0,0,0,,,
42,-2.0,300,1,0,0,,,
43,-2.0,300,1,0,0,,,
44,-3.0,300,2,0,0,,,
45,-2.0,300,1,0,0,,,
46,-2.0,300,1,0,0,,,
47,-2.0,300,1,0,0,,,
48,-2.0,300,1,0,0,,,
49,-2.0,300,1,0,0,,,
50,-2.0,300,1,0,0,,,
51,-1.0,300,0,0,0,,,
52,-1.0,300,0,0,0,,,
53,-1.0,300,0,0,0,,,
54,-2.0,300,1,0,0,,,
55,-2.0,300,1,0,0,,,
56,-2.0,300,1,0,0,,,
57,-1.0,300,0,0,0,,,
58,-1.0,300,0,0,0,,,
59,-3.0,300,2,0,0,,,
60,-2.0,300,1,0,0,,,
61,-2.0,300,1,0,0,,,
62,-2.0,300,0,0,0,,,
63,-1.0,300,0,0,0,,,
64,-2.0,300,1,0,0,,,
65,-1.0,300,0,0,0,,,
66,-1.0,300,0,0,0,,,
67,-1.0,300,0,0,0,,,
68,-2.0,300,1,0,0,,,
69,-2.0,300,0,0,0,,,
70,-1.0,300,0,0,0,,,
71,-1.0,300,0,0,0,,,
72,-1.0,300,0,0,0,,,
73,-1.0,300,0,0,0,,,
74,-2.0,300,1,0,0,,,
75,-1.0,300,0,0,0,,,
76,-2.0,300,1,0,0,,,
77,-1.0,300,0,0,0,,,
78,-2.0,300,1,0,0,,,
79,-2.0,300,1,0,0,,,
80,-2.0,300,1,0,0,,,
81,-1.0,300,0,0,0,,,
82,-2.0,300,1,0,0,,,
83,-1.0,300,0,0,0,,,
84,-3.0,300,2,0,0,,,
85,-1.0,300,0,0,0,,,
86,-1.0,300,0,0,0,,,
87,-1.0,300,0,0,0,,,
88,-1.0,300,0,0,0,,,
89,-2.0,300,1,0,0,,,
90,-1.0,300,0,0,0,,,
91,-2.0,300,1,0,0,,,
92,-1.0,300,0,0,0,,,
93,-2.0,300,1,0,0,,,
94,-3.0,300,0,0,0,,,
95,-2.0,300,1,0,0,,,
96,-3.0,300,2,0,0,,,
97,-2.0,300,1,0,0,,,
98,-1.0,300,0,0,0,,,
99,-1.0,300,0,0,0,,,
100,-2.0,300,1,0,0,,,
101,-3.0,300,2,0,0,,,
102,-2.0,300,1,0,0,,,
103,-2.0,300,1,0,0,,,
104,-2.0,300,1,0,0,,,
105,-2.0,300,1,0,0,,,
106,-2.0,300,1,0,0,,,
107,-1.0,300,0,0,0,,,
108,-3.0,300,1,0,0,,,
109,-2.0,300,1,0,0,,,
110,-1.0,300,0,0,0,,,
111,-2.0,300,1,0,0,,,
112,-2.0,300,1,0,0,,,
113,-1.0,300,0,0,0,,,
114,-3.0,300,2,0,0,,,
115,-3.0,300,2,0,0,,,
116,-2.0,300,1,0,0,,,
117,-2.0,300,1,0,0,,,
118,-2.0,300,1,0,0,,,
119,-2.0,300,1,0,0,,,
120,-2.0,300,1,0,0,,,
121,-2.0,300,0,0,0,,,
122,-2.0,300,1,0,0,,,
123,-1.0,300,0,0,0,,,
124,-2.0,300,1,0,0,,,
125,-2.0,300,1,0,0,,,
126,-3.0,300,1,0,0,,,
127,-2.0,300,0,0,0,,,
128,-2.0,300,1,0,0,,,
129,-2.0,300,1,0,0,,,
130,-1.0,300,0,0,0,,,
131,-1.0,300,0,0,0,,,
132,-1.0,300,0,0,0,,,
133,-1.0,300,0,0,0,,,
134,-2.0,300,0,0,0,,,
135,-1.0,300,0,0,0,,,
136,-1.0,300,0,0,0,,,
137,-1.0,300,0,0,0,,,
138,-1.0,300,0,0,0,,,
139,-3.0,300,1,0,0,,,
140,-1.0,300,0,0,0,,,
141,-1.0,300,0,0,0,,,
142,-2.0,300,0,0,0,,,
143,-2.0,300,1,0,0,,,
144,-1.0,300,0,0,0,,,
145,-2.0,300,1,0,0,,,
146,-2.0,300,1,0,0,,,
147,-1.0,300,0,0,0,,,
148,-1.0,300,0,0,0,,,
149,-1.0,300,0,0,0,,,
150,-1.0,300,0,0,0,,,
151,-1.0,300,0,0,0,,,
152,-2.0,300,1,0,0,,,
153,-2.0,300,1,0,0,,,
154,-1.0,300,0,0,0,,,
155,-1.0,300,0,0,0,,,
156,-1.0,300,0,0,0,,,
157,-1.0,300,0,0,0,,,
158,-1.0,300,0,0,0,,,
159,-2.0,300,0,0,0,,,
160,-1.0,300,0,0,0,,,
161,-2.0,300,1,0,0,,,
162,-1.0,300,0,0,0,,,
163,-2.0,300,1,0,0,,,
164,-1.0,300,0,0,0,,,
165,-2.0,300,0,0,0,,,
166,-2.0,300,1,0,0,,,
167,-2.0,300,1,0,0,,,
168,-6.0,300,1,0,0,,,
169,-2.0,300,1,0,0,,,
170,-1.0,300,0,0,0,,,
171,-1.0,300,0,0,0,,,
172,-1.0,300,0,0,0,,,
173,-1.0,300,0,0,0,,,
174,-2.0,300,1,0,0,,,
175,-1.0,300,0,0,0,,,
176,-1.0,300,0,0,0,,,
177,-1.0,300,0,0,0,,,
178,-3.0,300,1,0,0,,,
179,-2.0,300,1,0,0,,,
180,-3.0,300,1,0,0,,,
