episode,reward,length,chains_broken,chain_progressed,chains_completed
1,-0.11700000000000002,17,1,0,0
2,9.954,46,0,1,1
3,-0.11700000000000002,17,1,0,0
4,9.963000000000001,37,0,1,1
5,9.981,19,0,1,1
6,9.937000000000001,63,0,1,1
7,9.973,27,0,1,1
8,9.978,22,0,1,1
9,9.973,27,0,1,1
10,9.975000000000001,25,0,1,1
11,9.971,29,0,1,1
12,9.966000000000001,34,0,1,1
13,9.986,14,0,1,1
14,9.984,16,0,1,1
15,-0.12900000000000003,29,1,0,0
16,9.959000000000001,41,0,1,1
17,9.962,38,0,1,1
18,9.965,35,0,1,1
19,8.974,26,0,1,1
20,-0.10600000000000001,6,1,0,0
21,9.961,39,0,1,1
22,9.951,49,0,1,1
23,-0.10800000000000001,8,1,0,0
24,-0.12700000000000003,27,1,0,0
25,-0.11100000000000002,11,1,0,0
26,-0.10700000000000001,7,1,0,0
27,-0.12000000000000002,20,1,0,0
28,-0.10400000000000001,4,1,0,0
29,-0.11500000000000002,15,1,0,0
30,-0.11100000000000002,11,1,0,0
31,-1.1239999999999983,24,1,0,0
32,-0.10900000000000001,9,1,0,0
33,-0.10900000000000001,9,1,0,0
34,9.969000000000001,31,0,1,1
35,-0.10800000000000001,8,1,0,0
36,9.973,27,0,1,1
37,-0.11400000000000002,14,1,0,0
38,9.964,36,0,1,1
39,8.949000000000003,51,0,1,1
40,-0.11700000000000002,17,1,0,0
41,-0.12800000000000003,28,1,0,0
42,9.971,29,0,1,1
43,-0.11700000000000002,17,1,0,0
44,-1.099999999999997,100,0,0,0
45,9.982000000000001,18,0,1,1
46,9.975000000000001,25,0,1,1
47,-0.11200000000000002,12,1,0,0
48,-0.11300000000000002,13,1,0,0
49,-0.10300000000000001,3,1,0,0
50,9.974,26,0,1,1
51,9.971,29,0,1,1
52,-0.11300000000000002,13,1,0,0
53,9.966000000000001,34,0,1,1
54,9.989,11,0,1,1
55,9.97,30,0,1,1
56,-0.12500000000000003,25,1,0,0
57,9.973,27,0,1,1
58,-0.13600000000000004,36,1,0,0
59,-0.12000000000000002,20,1,0,0
60,9.979000000000001,21,0,1,1
61,9.986,14,0,1,1
62,-0.11600000000000002,16,1,0,0
63,-0.12900000000000003,29,1,0,0
64,-0.13600000000000004,36,1,0,0
65,9.964,36,0,1,1
66,-0.11700000000000002,17,1,0,0
67,8.945000000000004,55,0,1,1
68,-0.12000000000000002,20,1,0,0
69,-0.11400000000000002,14,1,0,0
70,-0.12200000000000003,22,1,0,0
71,-0.12900000000000003,29,1,0,0
72,-0.12800000000000003,28,1,0,0
73,-0.11300000000000002,13,1,0,0
74,-0.12100000000000002,21,1,0,0
75,9.968,32,0,1,1
76,-0.10800000000000001,8,1,0,0
77,9.972000000000001,28,0,1,1
78,-0.10600000000000001,6,1,0,0
79,-0.12800000000000003,28,1,0,0
80,9.966000000000001,34,0,1,1
81,9.96,40,0,1,1
82,-0.11500000000000002,15,1,0,0
83,-0.12400000000000003,24,1,0,0
84,-0.13600000000000004,36,1,0,0
85,-0.11000000000000001,10,1,0,0
86,-0.11300000000000002,13,1,0,0
87,-0.11500000000000002,15,1,0,0
88,8.951000000000002,49,0,1,1
89,-1.1269999999999996,27,1,0,0
90,9.982000000000001,18,0,1,1
91,9.982000000000001,18,0,1,1
92,-0.11900000000000002,19,1,0,0
93,8.910000000000007,90,0,1,1
94,-0.11500000000000002,15,1,0,0
95,9.975000000000001,25,0,1,1
96,9.946,54,0,1,1
97,-0.11600000000000002,16,1,0,0
98,9.961,39,0,1,1
99,-0.10200000000000001,2,1,0,0
100,9.989,11,0,1,1
101,9.965,35,0,1,1
102,9.967,33,0,1,1
103,9.972000000000001,28,0,1,1
104,-0.11700000000000002,17,1,0,0
105,-0.10800000000000001,8,1,0,0
106,-0.10900000000000001,9,1,0,0
107,9.976,24,0,1,1
108,-0.12600000000000003,26,1,0,0
109,-0.10600000000000001,6,1,0,0
110,-0.10600000000000001,6,1,0,0
111,9.964,36,0,1,1
112,-0.12900000000000003,29,1,0,0
113,-0.11700000000000002,17,1,0,0
114,-0.11400000000000002,14,1,0,0
115,9.98,20,0,1,1
116,-0.12200000000000003,22,1,0,0
117,-0.11400000000000002,14,1,0,0
118,-0.11500000000000002,15,1,0,0
119,9.981,19,0,1,1
120,-0.11200000000000002,12,1,0,0
121,-0.10800000000000001,8,1,0,0
122,9.972000000000001,28,0,1,1
123,-0.10400000000000001,4,1,0,0
124,-0.11300000000000002,13,1,0,0
125,9.946,54,0,1,1
126,9.969000000000001,31,0,1,1
127,-0.11800000000000002,18,1,0,0
128,9.969000000000001,31,0,1,1
129,-0.11200000000000002,12,1,0,0
130,-0.11300000000000002,13,1,0,0
131,-0.13100000000000003,31,1,0,0
132,-0.11400000000000002,14,1,0,0
133,-0.12900000000000003,29,1,0,0
134,-0.12100000000000002,21,1,0,0
135,9.969000000000001,31,0,1,1
136,9.98,20,0,1,1
137,-0.12900000000000003,29,1,0,0
138,-0.12900000000000003,29,1,0,0
139,-0.11800000000000002,18,1,0,0
140,9.969000000000001,31,0,1,1
141,9.982000000000001,18,0,1,1
142,9.964,36,0,1,1
143,-0.101,1,1,0,0
144,-0.11200000000000002,12,1,0,0
145,9.973,27,0,1,1
146,9.979000000000001,21,0,1,1
147,-0.12900000000000003,29,1,0,0
148,9.959000000000001,41,0,1,1
149,9.963000000000001,37,0,1,1
150,9.976,24,0,1,1
151,-0.12400000000000003,24,1,0,0
152,9.923,77,0,1,1
153,9.935,65,0,1,1
154,-0.10200000000000001,2,1,0,0
155,-0.12900000000000003,29,1,0,0
156,9.971,29,0,1,1
157,-0.11700000000000002,17,1,0,0
158,-0.11800000000000002,18,1,0,0
159,9.971,29,0,1,1
160,-0.10600000000000001,6,1,0,0
161,9.969000000000001,31,0,1,1
162,9.969000000000001,31,0,1,1
163,-0.12100000000000002,21,1,0,0
164,9.945,55,0,1,1
165,-0.13500000000000004,35,1,0,0
166,-0.10300000000000001,3,1,0,0
167,-0.13200000000000003,32,1,0,0
168,-0.11900000000000002,19,1,0,0
169,9.979000000000001,21,0,1,1
170,-0.11900000000000002,19,1,0,0
171,9.974,26,0,1,1
172,9.976,24,0,1,1
173,-0.10400000000000001,4,1,0,0
174,-0.11800000000000002,18,1,0,0
175,-0.11000000000000001,10,1,0,0
176,9.965,35,0,1,1
177,-0.11400000000000002,14,1,0,0
178,-0.13700000000000004,37,1,0,0
179,9.975000000000001,25,0,1,1
180,-0.11300000000000002,13,1,0,0
181,-0.10600000000000001,6,1,0,0
182,-0.11300000000000002,13,1,0,0
183,9.954,46,0,1,1
184,9.971,29,0,1,1
185,-0.13000000000000003,30,1,0,0
186,9.974,26,0,1,1
187,-0.13100000000000003,31,1,0,0
188,-0.11600000000000002,16,1,0,0
189,-0.10900000000000001,9,1,0,0
190,-0.11600000000000002,16,1,0,0
191,-0.12400000000000003,24,1,0,0
192,-0.12100000000000002,21,1,0,0
193,-0.13000000000000003,30,1,0,0
194,-0.11200000000000002,12,1,0,0
195,-0.10900000000000001,9,1,0,0
196,9.97,30,0,1,1
197,-0.12100000000000002,21,1,0,0
198,-0.13400000000000004,34,1,0,0
199,9.950000000000001,50,0,1,1
200,9.978,22,0,1,1
201,-0.10800000000000001,8,1,0,0
202,9.966000000000001,34,0,1,1
203,-0.12200000000000003,22,1,0,0
204,-0.11100000000000002,11,1,0,0
205,-0.12200000000000003,22,1,0,0
206,9.974,26,0,1,1
207,-0.11900000000000002,19,1,0,0
208,9.982000000000001,18,0,1,1
209,-0.11900000000000002,19,1,0,0
210,-0.11900000000000002,19,1,0,0
211,9.969000000000001,31,0,1,1
212,-0.11900000000000002,19,1,0,0
213,8.973000000000003,27,0,1,1
214,9.971,29,0,1,1
215,9.978,22,0,1,1
216,-0.11300000000000002,13,1,0,0
217,-0.11500000000000002,15,1,0,0
218,9.957,43,0,1,1
219,9.972000000000001,28,0,1,1
220,9.981,19,0,1,1
221,9.915000000000001,85,0,1,1
222,-0.101,1,1,0,0
223,-0.11900000000000002,19,1,0,0
224,9.933,67,0,1,1
225,9.937000000000001,63,0,1,1
226,9.971,29,0,1,1
227,-0.11600000000000002,16,1,0,0
228,-1.1099999999999992,10,1,0,0
229,-0.13600000000000004,36,1,0,0
230,9.993,7,0,1,1
231,-0.12300000000000003,23,1,0,0
232,9.965,35,0,1,1
233,9.940000000000001,60,0,1,1
234,-0.12300000000000003,23,1,0,0
235,9.916,84,0,1,1
236,9.966000000000001,34,0,1,1
237,-0.11100000000000002,11,1,0,0
238,-0.11000000000000001,10,1,0,0
239,9.962,38,0,1,1
240,9.969000000000001,31,0,1,1
241,-0.12300000000000003,23,1,0,0
242,9.963000000000001,37,0,1,1
243,-0.12100000000000002,21,1,0,0
244,-0.11100000000000002,11,1,0,0
245,9.97,30,0,1,1
246,9.976,24,0,1,1
247,-0.12000000000000002,20,1,0,0
248,9.955,45,0,1,1
249,9.957,43,0,1,1
250,9.992,8,0,1,1
