episode,reward,length,chains_broken,chain_progressed,chains_completed
1,-47.0,300,2,0,0
2,-12.0,291,2,0,0
3,-16.0,300,2,0,0
4,-6.0,300,2,0,0
5,-7.0,300,1,0,0
6,-2.0,283,2,0,0
7,10.0,283,0,1,1
8,-2.0,300,1,0,0
9,-2.0,300,0,0,0
10,-4.0,300,1,0,0
11,-2.0,300,1,0,0
12,-3.0,300,2,0,0
13,-1.0,300,0,0,0
14,-2.0,300,0,0,0
15,-3.0,300,1,0,0
16,-2.0,300,1,0,0
17,-3.0,300,2,0,0
18,-2.0,300,1,0,0
19,-2.0,300,0,0,0
20,-2.0,300,1,0,0
21,-1.0,300,0,0,0
22,-2.0,300,1,0,0
23,-2.0,300,1,0,0
24,-2.0,300,1,0,0
25,-2.0,300,1,0,0
26,-1.0,300,0,0,0
27,-2.0,300,1,0,0
28,-1.0,300,0,0,0
29,-1.0,300,0,0,0
30,-1.0,300,0,0,0
31,-3.0,300,2,0,0
32,-2.0,300,1,0,0
33,-2.0,300,1,0,0
34,-1.0,300,0,0,0
35,-1.0,300,0,0,0
36,-1.0,300,0,0,0
37,-1.0,300,0,0,0
38,-2.0,300,1,0,0
39,-3.0,300,2,0,0
40,-2.0,300,1,0,0
41,-1.0,300,0,0,0
42,-2.0,300,1,0,0
43,-3.0,300,2,0,0
44,-3.0,300,1,0,0
45,-3.0,300,2,0,0
46,-1.0,300,0,0,0
47,-1.0,300,0,0,0
48,-1.0,300,0,0,0
49,-2.0,300,1,0,0
50,-1.0,300,0,0,0
51,-2.0,300,1,0,0
52,-3.0,300,2,0,0
53,-1.0,300,0,0,0
54,-2.0,300,0,0,0
55,-1.0,300,0,0,0
56,-2.0,300,1,0,0
57,-2.0,300,1,0,0
58,-1.0,300,0,0,0
59,-1.0,300,0,0,0
60,-1.0,300,0,0,0
61,-1.0,300,0,0,0
62,-1.0,300,0,0,0
63,-2.0,300,1,0,0
64,-1.0,300,0,0,0
65,-2.0,300,1,0,0
66,-2.0,300,1,0,0
67,-1.0,300,0,0,0
68,-1.0,300,0,0,0
69,-1.0,300,0,0,0
70,-1.0,300,0,0,0
71,-2.0,300,1,0,0
72,-1.0,300,0,0,0
73,-2.0,300,1,0,0
74,-2.0,300,1,0,0
75,-1.0,300,0,0,0
76,-2.0,300,1,0,0
77,-1.0,300,0,0,0
78,-1.0,300,0,0,0
79,-2.0,300,1,0,0
80,-1.0,300,0,0,0
81,-2.0,300,1,0,0
82,-3.0,300,1,0,0
83,-2.0,300,1,0,0
84,-3.0,300,2,0,0
85,-1.0,300,0,0,0
86,-2.0,300,1,0,0
87,-2.0,300,1,0,0
88,-3.0,300,1,0,0
89,-1.0,300,0,0,0
90,-1.0,300,0,0,0
91,-1.0,300,0,0,0
92,-1.0,300,0,0,0
93,-1.0,300,0,0,0
94,-2.0,300,1,0,0
95,-1.0,300,0,0,0
96,-2.0,300,0,0,0
97,-1.0,300,0,0,0
98,-2.0,300,1,0,0
99,-2.0,300,0,0,0
100,-2.0,300,1,0,0
101,-1.0,300,0,0,0
102,-1.0,300,0,0,0
103,-1.0,300,0,0,0
104,-2.0,300,1,0,0
105,-2.0,300,1,0,0
106,-1.0,300,0,0,0
107,-3.0,300,2,0,0
108,-2.0,300,0,0,0
109,-3.0,300,1,0,0
110,-2.0,300,1,0,0
111,-2.0,300,1,0,0
112,-2.0,300,1,0,0
113,-3.0,300,2,0,0
114,-2.0,300,1,0,0
115,-1.0,300,0,0,0
116,-4.0,300,2,0,0
117,-1.0,300,0,0,0
118,-1.0,300,0,0,0
119,-2.0,300,0,0,0
120,-2.0,300,1,0,0
121,-1.0,300,0,0,0
122,-2.0,300,1,0,0
123,-1.0,300,0,0,0
124,-1.0,300,0,0,0
125,-2.0,300,1,0,0
126,-1.0,300,0,0,0
127,-1.0,300,0,0,0
128,-1.0,300,0,0,0
129,-2.0,300,1,0,0
130,-2.0,300,1,0,0
131,-2.0,300,0,0,0
132,-1.0,300,0,0,0
133,-1.0,300,0,0,0
134,-1.0,300,0,0,0
135,-1.0,300,0,0,0
136,-2.0,300,1,0,0
137,-1.0,300,0,0,0
138,-1.0,300,0,0,0
139,-2.0,300,0,0,0
140,-1.0,300,0,0,0
141,-1.0,300,0,0,0
142,-1.0,300,0,0,0
143,-2.0,300,1,0,0
144,-1.0,300,0,0,0
145,-2.0,300,1,0,0
146,-1.0,300,0,0,0
147,-1.0,300,0,0,0
148,-1.0,300,0,0,0
149,-21.0,300,0,0,0
150,-1.0,300,0,0,0
151,-2.0,300,1,0,0
152,-1.0,300,0,0,0
153,-3.0,300,0,0,0
154,-5.0,300,0,0,0
155,-2.0,300,1,0,0
156,-3.0,300,1,0,0
157,-2.0,300,0,0,0
158,-2.0,300,1,0,0
159,-1.0,300,0,0,0
160,-2.0,300,1,0,0
161,-2.0,300,1,0,0
162,-1.0,300,0,0,0
163,-1.0,300,0,0,0
164,-2.0,300,1,0,0
165,-2.0,300,1,0,0
166,-1.0,300,0,0,0
167,-6.0,300,1,0,0
168,-3.0,300,0,0,0
169,-1.0,300,0,0,0
170,-1.0,300,0,0,0
171,-3.0,300,2,0,0
172,-2.0,300,1,0,0
173,-2.0,300,1,0,0
174,-2.0,300,1,0,0
175,-1.0,300,0,0,0
176,-1.0,300,0,0,0
177,-1.0,300,0,0,0
178,-2.0,300,1,0,0
179,-2.0,300,1,0,0
180,-2.0,300,1,0,0
181,-3.0,300,1,0,0
182,-1.0,300,0,0,0
183,-1.0,300,0,0,0
184,-1.0,300,0,0,0
185,-1.0,300,0,0,0
186,-1.0,300,0,0,0
187,-1.0,300,0,0,0
188,-1.0,300,0,0,0
189,-2.0,300,1,0,0
190,-1.0,300,0,0,0
191,-1.0,300,0,0,0
192,-1.0,300,0,0,0
193,-1.0,300,0,0,0
194,-2.0,300,1,0,0
195,-2.0,300,1,0,0
196,-3.0,300,1,0,0
197,-1.0,300,0,0,0
198,-1.0,300,0,0,0
199,-1.0,300,0,0,0
200,-1.0,300,0,0,0
201,-2.0,300,0,0,0
202,-1.0,300,0,0,0
203,-2.0,300,1,0,0
204,-2.0,300,1,0,0
205,-1.0,300,0,0,0
206,-2.0,300,1,0,0
207,-2.0,300,1,0,0
208,-1.0,300,0,0,0
209,-2.0,300,0,0,0
210,-2.0,300,1,0,0
211,-2.0,300,0,0,0
212,-1.0,300,0,0,0
213,-2.0,300,1,0,0
214,-2.0,300,1,0,0
215,-1.0,300,0,0,0
216,-2.0,300,0,0,0
217,-1.0,300,0,0,0
218,-2.0,300,1,0,0
219,-6.0,300,0,0,0
220,-1.0,300,0,0,0
221,-2.0,300,1,0,0
222,-2.0,300,1,0,0
223,-1.0,300,0,0,0
224,-1.0,300,0,0,0
225,-1.0,300,0,0,0
226,-1.0,300,0,0,0
227,-2.0,300,1,0,0
228,-3.0,300,1,0,0
229,-1.0,300,0,0,0
230,-1.0,300,0,0,0
231,-2.0,300,1,0,0
232,-2.0,300,1,0,0
233,-1.0,300,0,0,0
234,-2.0,283,2,0,0
235,-1.0,300,0,0,0
236,-1.0,300,0,0,0
237,-1.0,300,0,0,0
238,-2.0,300,1,0,0
239,-2.0,300,1,0,0
240,-1.0,300,0,0,0
241,-1.0,300,0,0,0
242,-2.0,300,1,0,0
243,-1.0,300,0,0,0
244,-1.0,300,0,0,0
245,-1.0,300,0,0,0
246,-2.0,300,1,0,0
247,-3.0,300,1,0,0
248,-1.0,300,0,0,0
249,-1.0,300,0,0,0
250,-2.0,300,1,0,0
251,-3.0,300,0,0,0
252,-1.0,300,0,0,0
253,-3.0,300,0,0,0
254,-3.0,300,2,0,0
255,-2.0,300,1,0,0
256,-1.0,300,0,0,0
257,-1.0,300,0,0,0
258,-1.0,300,0,0,0
259,-1.0,300,0,0,0
260,-3.0,300,1,0,0
261,-1.0,300,0,0,0
262,-1.0,300,0,0,0
263,-1.0,300,0,0,0
264,-1.0,300,0,0,0
265,-2.0,300,1,0,0
266,-1.0,300,0,0,0
267,-3.0,300,1,0,0
268,-1.0,300,0,0,0
269,-1.0,300,0,0,0
270,-1.0,300,0,0,0
271,-1.0,300,0,0,0
272,-1.0,300,0,0,0
273,-3.0,300,2,0,0
274,-3.0,300,2,0,0
275,-2.0,300,1,0,0
276,-3.0,300,0,0,0
277,-1.0,300,0,0,0
278,-3.0,300,0,0,0
279,-2.0,300,1,0,0
280,-1.0,300,0,0,0
281,-1.0,300,0,0,0
282,-5.0,285,2,0,0
283,-1.0,300,0,0,0
284,-2.0,300,1,0,0
285,-2.0,300,1,0,0
286,-1.0,300,0,0,0
287,-1.0,300,0,0,0
288,-1.0,300,0,0,0
289,-2.0,300,1,0,0
290,-1.0,300,0,0,0
291,-1.0,300,0,0,0
292,-3.0,300,0,0,0
293,-2.0,300,1,0,0
294,-2.0,300,1,0,0
295,-1.0,300,0,0,0
296,-2.0,300,0,0,0
297,-1.0,300,0,0,0
298,-1.0,300,0,0,0
299,-3.0,300,0,0,0
300,-4.0,300,1,0,0
